date,season,year,month,hour,holiday,weekday,workingday,weather_condition,temperature,feeling_temperature,humidity,wind_speed,casual_rentals,registered_rentals,total_rentals,day_type
2011-01-01,1,0,1,20,0,5,0,2,10.8,11.000600000000002,87.0,16.997899999999998,11,25,36,Weekend
2011-01-01,1,0,1,21,0,5,0,2,10.8,11.000600000000002,87.0,12.998000000000001,3,31,34,Weekend
2011-01-01,1,0,1,22,0,5,0,2,10.8,11.000600000000002,94.0,15.001299999999999,11,17,28,Weekend
2011-01-01,1,0,1,23,0,5,0,2,13.620000000000001,13.997,88.0,19.999499999999998,15,24,39,Weekend
2011-01-02,1,0,1,0,0,6,0,2,13.620000000000001,13.997,88.0,19.999499999999998,4,13,17,Weekend
2011-01-02,1,0,1,1,0,6,0,2,12.68,13.000399999999999,94.0,16.997899999999998,1,16,17,Weekend
2011-01-02,1,0,1,2,0,6,0,2,11.739999999999998,11.997200000000003,100.0,19.0012,1,8,9,Weekend
2011-01-02,1,0,1,3,0,6,0,2,13.620000000000001,13.997,94.0,12.998000000000001,2,4,6,Weekend
2011-01-02,1,0,1,4,0,6,0,2,13.620000000000001,13.997,94.0,12.998000000000001,2,1,3,Weekend
2011-01-02,1,0,1,6,0,6,0,3,11.739999999999998,11.997200000000003,77.0,19.999499999999998,0,2,2,Weekend
2011-01-02,1,0,1,7,0,6,0,2,10.8,11.000600000000002,76.0,12.998000000000001,0,1,1,Weekend
2011-01-02,1,0,1,8,0,6,0,3,10.8,11.000600000000002,71.0,15.001299999999999,0,8,8,Weekend
2011-01-02,1,0,1,9,0,6,0,2,9.86,9.997399999999999,76.0,15.001299999999999,1,19,20,Weekend
2011-01-02,1,0,1,10,0,6,0,2,8.919999999999998,7.000999999999998,81.0,15.001299999999999,7,46,53,Weekend
2011-01-02,1,0,1,11,0,6,0,2,8.919999999999998,5.997799999999998,71.0,16.997899999999998,16,54,70,Weekend
2011-01-02,1,0,1,12,0,6,0,2,8.919999999999998,5.997799999999998,66.0,19.999499999999998,20,73,93,Weekend
2011-01-02,1,0,1,13,0,6,0,2,8.919999999999998,7.000999999999998,66.0,8.9981,11,64,75,Weekend
2011-01-02,1,0,1,14,0,6,0,3,8.919999999999998,7.000999999999998,76.0,12.998000000000001,4,55,59,Weekend
2011-01-02,1,0,1,15,0,6,0,3,7.98,5.997799999999998,81.0,11.0014,19,55,74,Weekend
2011-01-02,1,0,1,16,0,6,0,3,7.98,5.997799999999998,71.0,11.0014,9,67,76,Weekend
2011-01-02,1,0,1,17,0,6,0,1,7.98,5.997799999999998,56.99999999999999,12.998000000000001,7,58,65,Weekend
2011-01-02,1,0,1,18,0,6,0,2,8.919999999999998,5.997799999999998,46.0,22.0028,10,43,53,Weekend
2011-01-02,1,0,1,19,0,6,0,1,7.040000000000001,3.0014000000000003,42.0,30.002599999999997,1,29,30,Weekend
2011-01-02,1,0,1,20,0,6,0,1,6.1,1.9982000000000006,39.0,23.9994,5,17,22,Weekend
2011-01-02,1,0,1,21,0,6,0,1,4.220000000000001,-0.9982000000000006,44.0,22.0028,11,20,31,Weekend
2011-01-02,1,0,1,22,0,6,0,1,3.2799999999999994,-2.0013999999999985,44.0,19.999499999999998,0,9,9,Weekend
2011-01-02,1,0,1,23,0,6,0,1,2.34,-0.9982000000000006,47.0,11.0014,0,8,8,Weekend
2011-01-03,1,0,1,0,0,0,1,1,2.34,-2.9979999999999993,44.0,23.9994,0,5,5,Weekday
2011-01-03,1,0,1,1,0,0,1,1,1.4000000000000004,-4.997800000000002,44.0,27.999299999999998,0,2,2,Weekday
2011-01-03,1,0,1,4,0,0,1,1,-0.47999999999999954,-6.9976,47.0,26.0027,0,1,1,Weekday
2011-01-03,1,0,1,5,0,0,1,1,-0.47999999999999954,-6.9976,47.0,19.0012,0,3,3,Weekday
2011-01-03,1,0,1,6,0,0,1,1,-1.419999999999999,-8.997399999999999,50.0,26.0027,0,30,30,Weekday
2011-01-03,1,0,1,7,0,0,1,1,-1.419999999999999,-6.9976,50.0,12.998000000000001,1,63,64,Weekday
2011-01-03,1,0,1,8,0,0,1,1,-1.419999999999999,-8.0008,50.0,19.0012,1,153,154,Weekday
2011-01-03,1,0,1,9,0,0,1,1,-0.47999999999999954,-6.9976,43.0,26.0027,7,81,88,Weekday
2011-01-03,1,0,1,10,0,0,1,1,0.4599999999999991,-4.997800000000002,43.0,16.997899999999998,11,33,44,Weekday
2011-01-03,1,0,1,11,0,0,1,1,1.4000000000000004,-4.001200000000001,40.0,22.0028,10,41,51,Weekday
2011-01-03,1,0,1,12,0,0,1,1,2.34,-2.0013999999999985,35.0,19.999499999999998,13,48,61,Weekday
2011-01-03,1,0,1,13,0,0,1,1,3.2799999999999994,-2.0013999999999985,35.0,19.0012,8,53,61,Weekday
2011-01-03,1,0,1,14,0,0,1,1,4.220000000000001,-0.0015999999999998238,30.0,19.0012,11,66,77,Weekday
2011-01-03,1,0,1,15,0,0,1,1,4.220000000000001,-0.0015999999999998238,30.0,16.997899999999998,14,58,72,Weekday
2011-01-03,1,0,1,16,0,0,1,1,4.220000000000001,-0.0015999999999998238,30.0,16.997899999999998,9,67,76,Weekday
2011-01-03,1,0,1,17,0,0,1,1,3.2799999999999994,-0.9982000000000006,30.0,15.001299999999999,11,146,157,Weekday
2011-01-03,1,0,1,18,0,0,1,1,3.2799999999999994,1.0015999999999998,32.0,7.0015,9,148,157,Weekday
2011-01-03,1,0,1,19,0,0,1,1,1.4000000000000004,1.0015999999999998,47.0,0.0,8,102,110,Weekday
2011-01-03,1,0,1,20,0,0,1,1,1.4000000000000004,-0.9982000000000006,47.0,7.0015,3,49,52,Weekday
2011-01-03,1,0,1,21,0,0,1,1,0.4599999999999991,-2.9979999999999993,64.0,8.9981,3,49,52,Weekday
2011-01-03,1,0,1,22,0,0,1,1,-1.419999999999999,-6.0009999999999994,69.0,8.9981,0,20,20,Weekday
2011-01-03,1,0,1,23,0,0,1,1,0.4599999999999991,-2.0013999999999985,55.00000000000001,7.0015,1,11,12,Weekday
2011-01-04,1,0,1,0,0,1,1,1,-0.47999999999999954,-4.001200000000001,55.00000000000001,7.0015,0,5,5,Weekday
2011-01-04,1,0,1,1,0,1,1,1,-0.47999999999999954,-4.001200000000001,59.0,7.0015,0,2,2,Weekday
2011-01-04,1,0,1,2,0,1,1,1,-1.419999999999999,-6.0009999999999994,63.0,8.9981,0,1,1,Weekday
2011-01-04,1,0,1,4,0,1,1,1,-1.419999999999999,-4.001200000000001,63.0,6.0032,0,2,2,Weekday
2011-01-04,1,0,1,5,0,1,1,1,-2.3600000000000003,-6.0009999999999994,68.0,7.0015,0,4,4,Weekday
2011-01-04,1,0,1,6,0,1,1,1,-2.3600000000000003,-6.0009999999999994,74.0,7.0015,0,36,36,Weekday
2011-01-04,1,0,1,7,0,1,1,1,-2.3600000000000003,-6.0009999999999994,74.0,8.9981,2,92,94,Weekday
2011-01-04,1,0,1,8,0,1,1,1,-1.419999999999999,-6.0009999999999994,69.0,11.0014,2,177,179,Weekday
2011-01-04,1,0,1,9,0,1,1,1,-0.47999999999999954,-6.0009999999999994,64.0,15.001299999999999,2,98,100,Weekday
2011-01-04,1,0,1,10,0,1,1,2,-0.47999999999999954,-6.9976,69.0,22.0028,5,37,42,Weekday
2011-01-04,1,0,1,11,0,1,1,1,2.34,-2.0013999999999985,51.0,19.999499999999998,7,50,57,Weekday
2011-01-04,1,0,1,12,0,1,1,1,2.34,-0.9982000000000006,51.0,11.0014,12,66,78,Weekday
2011-01-04,1,0,1,13,0,1,1,1,3.2799999999999994,-0.9982000000000006,56.00000000000001,12.998000000000001,18,79,97,Weekday
2011-01-04,1,0,1,14,0,1,1,1,4.220000000000001,1.0015999999999998,52.0,15.001299999999999,9,54,63,Weekday
2011-01-04,1,0,1,15,0,1,1,1,5.160000000000002,1.9982000000000006,52.0,16.997899999999998,17,48,65,Weekday
2011-01-04,1,0,1,16,0,1,1,1,6.1,3.0014000000000003,49.0,16.997899999999998,15,68,83,Weekday
2011-01-04,1,0,1,17,0,1,1,1,5.160000000000002,1.9982000000000006,48.0,15.001299999999999,10,202,212,Weekday
2011-01-04,1,0,1,18,0,1,1,1,4.220000000000001,1.0015999999999998,48.0,12.998000000000001,3,179,182,Weekday
2011-01-04,1,0,1,19,0,1,1,1,3.2799999999999994,1.0015999999999998,48.0,7.0015,2,110,112,Weekday
2011-01-04,1,0,1,20,0,1,1,1,3.2799999999999994,1.0015999999999998,48.0,7.0015,1,53,54,Weekday
2011-01-04,1,0,1,21,0,1,1,1,2.34,1.9982000000000006,64.0,0.0,0,48,48,Weekday
2011-01-04,1,0,1,22,0,1,1,1,2.34,1.0015999999999998,64.0,6.0032,1,34,35,Weekday
2011-01-04,1,0,1,23,0,1,1,1,1.4000000000000004,-0.9982000000000006,69.0,6.0032,2,9,11,Weekday
2011-01-05,1,0,1,0,0,2,1,1,1.4000000000000004,1.0015999999999998,64.0,0.0,0,6,6,Weekday
2011-01-05,1,0,1,1,0,2,1,1,-0.47999999999999954,-2.9979999999999993,74.0,6.0032,0,6,6,Weekday
2011-01-05,1,0,1,2,0,2,1,1,-0.47999999999999954,-2.9979999999999993,74.0,6.0032,0,2,2,Weekday
2011-01-05,1,0,1,4,0,2,1,1,3.2799999999999994,-0.9982000000000006,48.0,15.001299999999999,0,2,2,Weekday
2011-01-05,1,0,1,5,0,2,1,1,2.34,-0.9982000000000006,47.0,11.0014,0,3,3,Weekday
2011-01-05,1,0,1,6,0,2,1,1,1.4000000000000004,-2.9979999999999993,47.0,15.001299999999999,0,33,33,Weekday
2011-01-05,1,0,1,7,0,2,1,1,0.4599999999999991,-4.001200000000001,43.0,12.998000000000001,1,87,88,Weekday
2011-01-05,1,0,1,8,0,2,1,1,1.4000000000000004,-4.001200000000001,40.0,19.999499999999998,3,192,195,Weekday
2011-01-05,1,0,1,9,0,2,1,1,2.34,-2.9979999999999993,37.0,22.0028,6,109,115,Weekday
2011-01-05,1,0,1,10,0,2,1,1,2.34,-2.9979999999999993,37.0,22.0028,4,53,57,Weekday
2011-01-05,1,0,1,11,0,2,1,1,4.220000000000001,-0.9982000000000006,33.0,22.0028,12,34,46,Weekday
2011-01-05,1,0,1,12,0,2,1,1,4.220000000000001,-0.9982000000000006,33.0,22.0028,5,74,79,Weekday
2011-01-05,1,0,1,13,0,2,1,1,5.160000000000002,1.0015999999999998,30.0,19.999499999999998,6,65,71,Weekday
2011-01-05,1,0,1,14,0,2,1,1,6.1,3.0014000000000003,28.000000000000004,12.998000000000001,10,52,62,Weekday
2011-01-05,1,0,1,15,0,2,1,1,6.1,3.0014000000000003,28.000000000000004,12.998000000000001,7,55,62,Weekday
2011-01-05,1,0,1,16,0,2,1,1,6.1,5.001199999999997,28.000000000000004,6.0032,4,85,89,Weekday
2011-01-05,1,0,1,17,0,2,1,1,3.2799999999999994,-0.9982000000000006,38.0,12.998000000000001,4,186,190,Weekday
2011-01-05,1,0,1,18,0,2,1,1,3.2799999999999994,-0.0015999999999998238,38.0,8.9981,3,166,169,Weekday
2011-01-05,1,0,1,19,0,2,1,1,3.2799999999999994,1.0015999999999998,38.0,7.0015,5,127,132,Weekday
2011-01-05,1,0,1,20,0,2,1,1,2.34,-0.9982000000000006,47.0,11.0014,7,82,89,Weekday
2011-01-05,1,0,1,21,0,2,1,1,1.4000000000000004,-2.9979999999999993,51.0,12.998000000000001,3,40,43,Weekday
2011-01-05,1,0,1,22,0,2,1,1,0.4599999999999991,-2.9979999999999993,55.00000000000001,8.9981,1,41,42,Weekday
2011-01-05,1,0,1,23,0,2,1,1,1.4000000000000004,1.0015999999999998,47.0,0.0,1,18,19,Weekday
2011-01-06,1,0,1,0,0,3,1,1,0.4599999999999991,-0.0015999999999998238,55.00000000000001,0.0,0,11,11,Weekday
2011-01-06,1,0,1,1,0,3,1,1,-0.47999999999999954,-0.9982000000000006,64.0,0.0,0,4,4,Weekday
2011-01-06,1,0,1,2,0,3,1,1,-0.47999999999999954,-0.9982000000000006,64.0,0.0,0,2,2,Weekday
2011-01-06,1,0,1,4,0,3,1,2,-0.47999999999999954,-2.9979999999999993,64.0,6.0032,0,1,1,Weekday
2011-01-06,1,0,1,5,0,3,1,2,-1.419999999999999,-4.001200000000001,69.0,6.0032,0,4,4,Weekday
2011-01-06,1,0,1,6,0,3,1,2,-1.419999999999999,-4.997800000000002,63.0,7.0015,0,36,36,Weekday
2011-01-06,1,0,1,7,0,3,1,2,-0.47999999999999954,-0.9982000000000006,59.0,0.0,0,95,95,Weekday
2011-01-06,1,0,1,8,0,3,1,1,-0.47999999999999954,-0.9982000000000006,59.0,0.0,3,216,219,Weekday
2011-01-06,1,0,1,9,0,3,1,2,0.4599999999999991,-0.0015999999999998238,51.0,0.0,6,116,122,Weekday
2011-01-06,1,0,1,10,0,3,1,1,1.4000000000000004,1.0015999999999998,47.0,0.0,3,42,45,Weekday
2011-01-06,1,0,1,11,0,3,1,1,2.34,1.0015999999999998,44.0,6.0032,2,57,59,Weekday
2011-01-06,1,0,1,12,0,3,1,1,4.220000000000001,3.0014000000000003,35.0,0.0,6,78,84,Weekday
2011-01-06,1,0,1,13,0,3,1,1,4.220000000000001,1.9982000000000006,35.0,7.0015,12,55,67,Weekday
2011-01-06,1,0,1,14,0,3,1,1,5.160000000000002,1.9982000000000006,36.0,11.0014,11,59,70,Weekday
2011-01-06,1,0,1,15,0,3,1,1,5.160000000000002,1.9982000000000006,36.0,0.0,8,54,62,Weekday
2011-01-06,1,0,1,16,0,3,1,1,4.220000000000001,1.0015999999999998,38.0,11.0014,12,74,86,Weekday
2011-01-06,1,0,1,17,0,3,1,1,2.34,-0.9982000000000006,51.0,11.0014,9,163,172,Weekday
2011-01-06,1,0,1,18,0,3,1,1,2.34,-0.9982000000000006,51.0,8.9981,5,158,163,Weekday
2011-01-06,1,0,1,19,0,3,1,1,2.34,1.0015999999999998,55.00000000000001,6.0032,3,109,112,Weekday
2011-01-06,1,0,1,20,0,3,1,1,1.4000000000000004,-2.0013999999999985,51.0,11.0014,3,66,69,Weekday
2011-01-06,1,0,1,21,0,3,1,2,2.34,-2.0013999999999985,55.00000000000001,15.001299999999999,0,48,48,Weekday
2011-01-06,1,0,1,22,0,3,1,2,2.34,-2.0013999999999985,51.0,19.0012,1,51,52,Weekday
2011-01-06,1,0,1,23,0,3,1,2,1.4000000000000004,-2.9979999999999993,59.0,12.998000000000001,4,19,23,Weekday
2011-01-07,1,0,1,0,0,4,1,2,1.4000000000000004,-2.9979999999999993,64.0,12.998000000000001,4,13,17,Weekday
2011-01-07,1,0,1,1,0,4,1,2,1.4000000000000004,-2.9979999999999993,69.0,15.001299999999999,2,5,7,Weekday
2011-01-07,1,0,1,2,0,4,1,2,1.4000000000000004,-2.9979999999999993,69.0,15.001299999999999,0,1,1,Weekday
2011-01-07,1,0,1,4,0,4,1,2,1.4000000000000004,-2.0013999999999985,69.0,8.9981,0,1,1,Weekday
2011-01-07,1,0,1,5,0,4,1,3,2.34,1.9982000000000006,55.00000000000001,0.0,0,5,5,Weekday
2011-01-07,1,0,1,6,0,4,1,2,1.4000000000000004,1.0015999999999998,69.0,0.0,8,26,34,Weekday
2011-01-07,1,0,1,7,0,4,1,1,1.4000000000000004,-2.0013999999999985,69.0,8.9981,8,76,84,Weekday
2011-01-07,1,0,1,8,0,4,1,1,1.4000000000000004,-2.9979999999999993,51.0,16.997899999999998,20,190,210,Weekday
2011-01-07,1,0,1,9,0,4,1,1,1.4000000000000004,-4.001200000000001,47.0,19.999499999999998,9,125,134,Weekday
2011-01-07,1,0,1,10,0,4,1,1,2.34,-2.9979999999999993,37.0,22.0028,16,47,63,Weekday
2011-01-07,1,0,1,11,0,4,1,2,1.4000000000000004,-2.9979999999999993,40.0,15.001299999999999,19,48,67,Weekday
2011-01-07,1,0,1,12,0,4,1,2,1.4000000000000004,-2.9979999999999993,37.0,16.997899999999998,9,50,59,Weekday
2011-01-07,1,0,1,13,0,4,1,2,1.4000000000000004,-4.001200000000001,37.0,19.0012,9,64,73,Weekday
2011-01-07,1,0,1,14,0,4,1,2,1.4000000000000004,-2.9979999999999993,40.0,16.997899999999998,7,43,50,Weekday
2011-01-07,1,0,1,15,0,4,1,2,1.4000000000000004,-2.0013999999999985,37.0,11.0014,9,63,72,Weekday
2011-01-07,1,0,1,16,0,4,1,2,1.4000000000000004,-2.0013999999999985,37.0,11.0014,5,82,87,Weekday
2011-01-07,1,0,1,17,0,4,1,2,1.4000000000000004,1.0015999999999998,37.0,0.0,9,178,187,Weekday
2011-01-07,1,0,1,18,0,4,1,1,1.4000000000000004,-0.9982000000000006,40.0,6.0032,7,116,123,Weekday
2011-01-07,1,0,1,19,0,4,1,1,-0.47999999999999954,-2.9979999999999993,55.00000000000001,6.0032,3,92,95,Weekday
2011-01-07,1,0,1,20,0,4,1,1,0.4599999999999991,-2.0013999999999985,47.0,7.0015,1,50,51,Weekday
2011-01-07,1,0,1,21,0,4,1,1,0.4599999999999991,-2.9979999999999993,47.0,8.9981,0,39,39,Weekday
2011-01-07,1,0,1,22,0,4,1,2,0.4599999999999991,-2.9979999999999993,43.0,11.0014,2,34,36,Weekday
2011-01-07,1,0,1,23,0,4,1,2,0.4599999999999991,-2.9979999999999993,51.0,11.0014,1,14,15,Weekday
2011-01-08,1,0,1,0,0,5,0,2,0.4599999999999991,-2.9979999999999993,51.0,11.0014,1,24,25,Weekend
2011-01-08,1,0,1,1,0,5,0,2,0.4599999999999991,-2.0013999999999985,55.00000000000001,6.0032,1,15,16,Weekend
2011-01-08,1,0,1,2,0,5,0,2,0.4599999999999991,-0.0015999999999998238,55.00000000000001,0.0,3,13,16,Weekend
2011-01-08,1,0,1,3,0,5,0,3,0.4599999999999991,-2.9979999999999993,55.00000000000001,11.0014,0,7,7,Weekend
2011-01-08,1,0,1,4,0,5,0,3,0.4599999999999991,-2.9979999999999993,55.00000000000001,11.0014,0,1,1,Weekend
2011-01-08,1,0,1,5,0,5,0,2,-0.47999999999999954,-4.997800000000002,74.0,11.0014,0,5,5,Weekend
2011-01-08,1,0,1,6,0,5,0,2,-0.47999999999999954,-4.997800000000002,74.0,11.0014,0,2,2,Weekend
2011-01-08,1,0,1,7,0,5,0,2,-0.47999999999999954,-4.001200000000001,74.0,7.0015,1,8,9,Weekend
2011-01-08,1,0,1,8,0,5,0,3,-0.47999999999999954,-4.001200000000001,93.0,7.0015,0,15,15,Weekend
2011-01-08,1,0,1,9,0,5,0,3,-0.47999999999999954,-4.001200000000001,93.0,7.0015,0,20,20,Weekend
2011-01-08,1,0,1,10,0,5,0,2,0.4599999999999991,-2.9979999999999993,80.0,11.0014,5,56,61,Weekend
2011-01-08,1,0,1,11,0,5,0,2,1.4000000000000004,-4.001200000000001,69.0,26.0027,2,60,62,Weekend
2011-01-08,1,0,1,12,0,5,0,2,1.4000000000000004,-4.001200000000001,59.0,23.9994,8,90,98,Weekend
2011-01-08,1,0,1,13,0,5,0,1,1.4000000000000004,-4.001200000000001,44.0,22.0028,7,95,102,Weekend
2011-01-08,1,0,1,14,0,5,0,1,1.4000000000000004,-4.997800000000002,32.0,32.9975,12,83,95,Weekend
2011-01-08,1,0,1,15,0,5,0,1,1.4000000000000004,-4.997800000000002,32.0,30.002599999999997,5,69,74,Weekend
2011-01-08,1,0,1,16,0,5,0,1,0.4599999999999991,-6.9976,28.999999999999996,30.002599999999997,8,68,76,Weekend
2011-01-08,1,0,1,17,0,5,0,1,-0.47999999999999954,-8.0008,37.0,36.9974,5,64,69,Weekend
2011-01-08,1,0,1,18,0,5,0,1,-1.419999999999999,-8.0008,39.0,19.999499999999998,3,52,55,Weekend
2011-01-08,1,0,1,19,0,5,0,1,-1.419999999999999,-8.0008,36.0,16.997899999999998,4,26,30,Weekend
2011-01-08,1,0,1,20,0,5,0,1,-2.3600000000000003,-8.0008,36.0,16.997899999999998,0,28,28,Weekend
2011-01-08,1,0,1,21,0,5,0,1,-2.3600000000000003,-8.997399999999999,39.0,23.9994,2,35,37,Weekend
2011-01-08,1,0,1,22,0,5,0,1,-2.3600000000000003,-8.997399999999999,36.0,26.0027,1,33,34,Weekend
2011-01-08,1,0,1,23,0,5,0,1,-3.3,-12.000399999999999,39.0,30.002599999999997,0,22,22,Weekend
2011-01-09,1,0,1,0,0,6,0,1,-3.3,-10.9972,42.0,26.0027,1,24,25,Weekend
2011-01-09,1,0,1,1,0,6,0,1,-3.3,-12.000399999999999,42.0,31.0009,0,12,12,Weekend
2011-01-09,1,0,1,2,0,6,0,1,-3.3,-12.000399999999999,46.0,31.0009,0,11,11,Weekend
2011-01-09,1,0,1,3,0,6,0,1,-3.3,-10.9972,46.0,27.999299999999998,0,4,4,Weekend
2011-01-09,1,0,1,4,0,6,0,1,-4.24,-10.0006,53.0,12.998000000000001,0,1,1,Weekend
2011-01-09,1,0,1,5,0,6,0,1,-4.24,-10.0006,53.0,12.998000000000001,0,1,1,Weekend
2011-01-09,1,0,1,6,0,6,0,1,-3.3,-10.0006,49.0,19.0012,0,1,1,Weekend
2011-01-09,1,0,1,7,0,6,0,1,-4.24,-10.0006,53.0,12.998000000000001,1,5,6,Weekend
2011-01-09,1,0,1,8,0,6,0,1,-3.3,-10.0006,49.0,19.0012,0,10,10,Weekend
2011-01-09,1,0,1,9,0,6,0,1,-2.3600000000000003,-10.9972,46.0,35.0008,0,19,19,Weekend
2011-01-09,1,0,1,10,0,6,0,1,-1.419999999999999,-8.997399999999999,43.0,26.0027,0,49,49,Weekend
2011-01-09,1,0,1,11,0,6,0,1,-0.47999999999999954,-8.0008,40.0,35.0008,2,47,49,Weekend
2011-01-09,1,0,1,12,0,6,0,1,0.4599999999999991,-6.9976,37.0,30.002599999999997,4,79,83,Weekend
2011-01-09,1,0,1,13,0,6,0,1,1.4000000000000004,-4.997800000000002,34.0,30.002599999999997,6,69,75,Weekend
2011-01-09,1,0,1,14,0,6,0,1,2.34,-4.001200000000001,32.0,31.0009,8,64,72,Weekend
2011-01-09,1,0,1,15,0,6,0,1,2.34,-2.9979999999999993,35.0,23.9994,5,77,82,Weekend
2011-01-09,1,0,1,16,0,6,0,1,1.4000000000000004,-4.997800000000002,34.0,30.002599999999997,13,79,92,Weekend
2011-01-09,1,0,1,17,0,6,0,1,0.4599999999999991,-6.0009999999999994,37.0,26.0027,3,59,62,Weekend
2011-01-09,1,0,1,18,0,6,0,1,-0.47999999999999954,-6.9976,40.0,22.0028,4,44,48,Weekend
2011-01-09,1,0,1,19,0,6,0,1,-0.47999999999999954,-6.9976,43.0,22.0028,1,40,41,Weekend
2011-01-09,1,0,1,20,0,6,0,1,-1.419999999999999,-8.0008,46.0,16.997899999999998,0,38,38,Weekend
2011-01-09,1,0,1,21,0,6,0,1,-1.419999999999999,-8.997399999999999,46.0,27.999299999999998,1,19,20,Weekend
2011-01-09,1,0,1,22,0,6,0,1,-1.419999999999999,-8.0008,46.0,19.999499999999998,5,10,15,Weekend
2011-01-09,1,0,1,23,0,6,0,1,-2.3600000000000003,-6.9976,50.0,12.998000000000001,0,6,6,Weekend
2011-01-10,1,0,1,0,0,0,1,1,-2.3600000000000003,-8.0008,50.0,19.0012,2,3,5,Weekday
2011-01-10,1,0,1,1,0,0,1,1,-2.3600000000000003,-8.0008,50.0,19.0012,1,0,1,Weekday
2011-01-10,1,0,1,2,0,0,1,1,-2.3600000000000003,-8.0008,50.0,15.001299999999999,0,3,3,Weekday
2011-01-10,1,0,1,3,0,0,1,1,-2.3600000000000003,-8.0008,50.0,15.001299999999999,0,1,1,Weekday
2011-01-10,1,0,1,4,0,0,1,1,-3.3,-8.0008,54.0,8.9981,1,2,3,Weekday
2011-01-10,1,0,1,5,0,0,1,1,-3.3,-8.997399999999999,54.0,16.997899999999998,0,3,3,Weekday
2011-01-10,1,0,1,6,0,0,1,1,-2.3600000000000003,-8.0008,50.0,19.0012,0,31,31,Weekday
2011-01-10,1,0,1,7,0,0,1,1,-2.3600000000000003,-8.0008,50.0,15.001299999999999,2,75,77,Weekday
2011-01-10,1,0,1,8,0,0,1,2,-2.3600000000000003,-8.0008,50.0,19.0012,4,184,188,Weekday
2011-01-10,1,0,1,9,0,0,1,2,-1.419999999999999,-8.0008,50.0,16.997899999999998,2,92,94,Weekday
2011-01-10,1,0,1,10,0,0,1,2,-1.419999999999999,-8.0008,50.0,19.999499999999998,0,31,31,Weekday
2011-01-10,1,0,1,11,0,0,1,2,-0.47999999999999954,-6.9976,47.0,19.0012,2,28,30,Weekday
2011-01-10,1,0,1,12,0,0,1,2,1.4000000000000004,-4.001200000000001,40.0,19.0012,5,47,52,Weekday
2011-01-10,1,0,1,13,0,0,1,2,1.4000000000000004,-4.001200000000001,40.0,19.0012,4,50,54,Weekday
2011-01-10,1,0,1,14,0,0,1,2,1.4000000000000004,-2.9979999999999993,40.0,15.001299999999999,0,47,47,Weekday
2011-01-10,1,0,1,15,0,0,1,2,1.4000000000000004,-2.9979999999999993,40.0,15.001299999999999,2,43,45,Weekday
2011-01-10,1,0,1,16,0,0,1,1,1.4000000000000004,-2.0013999999999985,40.0,8.9981,4,70,74,Weekday
2011-01-10,1,0,1,17,0,0,1,1,1.4000000000000004,-0.9982000000000006,40.0,7.0015,4,174,178,Weekday
